id,price
0,272.68995819788347
1,95.28009531790173
2,316.9473264287362
3,130.28519747037925
4,160.1521715747897
5,114.64380323762059
6,109.04948700910467
7,114.34666829325853
8,159.8326695262149
9,114.10670688672278
10,105.40995159770566
11,160.75520102160323
12,109.70482862163867
13,104.78534451371931
14,215.57445940350328
15,188.99610093405792
16,89.13452076050396
17,92.72171084572474
18,352.5149118503864
19,109.68616127055799
20,146.2880442539138
21,96.35000658018959
22,99.64103673034441
23,75.80145660336389
24,130.55844373401388
25,133.75502602559
26,174.75357310552735
27,111.69665478768458
28,150.54333802136105
29,124.41633497472523
30,109.5953920649446
31,103.55157331646598
32,107.97442444586667
33,114.241781705916
34,97.29773992543988
35,97.48704125529191
36,110.89124789645957
37,130.40727354337042
38,212.68137844532885
39,142.848463506443
40,109.91902761373575
41,108.38940369445103
42,80.62939452220968
43,100.83846956057013
44,147.6548243252062
45,109.0843252822502
46,114.20053693179901
47,199.22430918922043
48,108.7068857394674
49,92.64455013822513
50,61.23503698182111
51,131.56954717247478
52,236.19888328496782
53,134.98549321000206
54,101.91456541534481
55,156.56772322703466
56,88.59510295588376
57,104.91578929226993
58,97.38472646766601
59,128.78588640238073
60,147.16081699519236
61,188.80792612911836
62,77.81422043480984
63,114.54779333321939
64,199.25284309778462
65,184.78643857376147
66,110.85707686234826
67,148.50630312524152
68,141.41875167823656
69,185.99329205527448
70,92.77202483283575
71,182.5951293757629
72,112.25230196998211
73,181.3250220348772
74,129.3922925703939
75,85.86794690287864
76,331.47642186592924
77,114.62102853877761
78,104.22600505161232
79,103.93499702625793
80,238.11021585070938
81,113.30657250588247
82,115.78458830034174
83,266.06592019370066
84,114.36605401714965
85,139.10511666696914
86,241.09193564231725
87,129.02291542954993
88,92.59177774226018
89,144.42915528850816
90,99.10443401067548
91,46.002510583805794
92,259.26566322477845
93,114.18652369297895
94,230.97891471723912
95,108.4615790938328
96,102.0195884582593
97,150.76357920614143
98,89.56559599979937
99,115.18712819471716
100,147.06755876276
101,109.9235430350754
102,91.53943751240581
103,107.87015533764016
104,96.22632746992302
105,111.84712059395648
106,176.4320707537956
107,85.74396307223725
108,128.5018252326283
109,110.84602590920218
110,252.05126803528626
111,104.66621323432847
112,101.42650863237203
113,195.973303327389
114,98.00674020097725
115,114.35446370538394
116,101.35300307167174
117,199.20525480532544
118,94.96043674185655
119,101.97539804413259
120,93.3662625943989
121,54.233967439577825
122,192.1758918766038
123,152.67568701005456
124,154.90532859341397
125,208.6294867310322
126,163.07661863397982
127,110.22283465020828
128,112.60766706666978
129,192.83807325984364
130,155.356306638027
131,109.89045477184473
132,350.88673725368386
133,182.9884083307131
134,127.43834965605305
135,188.7882530963188
136,95.07311294663673
137,145.74462673488065
138,147.558056235756
139,129.82126585412772
140,109.59383468859437
141,146.5521293845018
142,232.95622574081622
143,98.6240550696339
144,88.74188235429084
145,92.83795745007659
146,203.022357787007
147,139.32326314609435
148,114.25182070365449
149,99.48547164990515
150,90.43220459837518
151,84.41846687533396
152,115.75958198670662
153,164.34230958267963
154,184.241599037089
155,99.25656700460453
156,182.57354449246128
157,304.29327106315526
158,96.78865611311346
159,108.42922907635891
160,111.65392690147065
161,112.22241230643674
162,113.37758573626232
163,176.07382856407125
164,146.08913157263012
165,280.009957122026
166,92.993662234245
167,132.3929899033934
168,178.2939087621559
169,98.5513459211499
170,111.1367981317022
171,122.79893698076043
172,158.2835385261171
173,81.95110742034561
174,133.95906959408555
175,112.34168426141522
176,168.2253911725615
177,145.87495367004385
178,127.4023474477402
179,119.25103699616041
180,173.3932667519802
181,138.4805207647278
182,238.7955895803462
183,114.4059699440023
184,148.20048107561038
185,106.74771574166508
186,106.00994237730157
187,121.19709252822729
188,110.55985532390241
189,102.75983266325812
190,168.27973484013802
191,232.06474637286618
192,126.38616650416816
193,158.17523234233775
194,130.32465423485394
195,190.21760093716424
196,215.90654539465064
197,92.62139971396668
198,93.66255361966512
199,121.46971940220499
200,165.0572072885184
201,117.16043660742348
202,130.03055532185343
203,88.43300447740909
204,113.98673650013491
205,92.6502329955193
206,109.88950499657476
207,141.68825195564574
208,92.88316897968843
209,114.348601663907
210,111.79810753517242
211,104.6339553311687
212,109.34603393318278
213,140.04709325516708
214,103.60883831948293
215,94.8666645841918
216,175.13245982322945
217,115.78912868030987
218,88.84677134046285
219,101.8208211696084
220,102.98844069963025
221,94.64331157434711
222,213.4921471472327
223,123.09308490383744
224,82.1992168410411
225,166.12598801001565
226,127.50986262831287
227,116.91326821473149
228,126.5675400512782
229,167.61243520493713
230,109.77641958053627
